Index,ISLANDNAME,PLOT,Easting,Northing,OCODES,BRCR,URB_100Z,RUR_100Z,FOR0_100Z,FOR1_100Z,FOR2_100Z,SAV_100Z,SHR_100Z,CR_CL_2Z,CR_CL_3Z,Is_sizeZ,rd_up_100Z,rd_p_100Z
415,Saturna,SAT14,488056,5404164,c,0,-0.180973645,-0.353422587,-0.244224744,1.514659827,-0.635999983,-0.46421402,-0.202047601,0.569515475,1.362984197,-0.298459098,1.763687433,-0.342724967
416,Saturna,SAT15,488076,5404342,b,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,-1.01673239,5.921674577,-0.298459098,-0.56544841,-0.342724967
417,Saturna,SAT16,487933,5404382,c,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,-0.888480564,5.432316577,-0.298459098,-0.56544841,-0.342724967
418,Saturna,SAT17,487617,5404436,b,0,-0.180973645,0.583303034,-0.244224744,0.895327705,-0.635999983,-0.46421402,-0.202047601,-0.663136788,2.459051225,-0.298459098,0.032564643,0.737798713
419,Saturna,SAT18,487479,5404535,c,0,-0.180973645,2.573432452,-0.244224744,-0.420409451,-0.635999983,-0.46421402,-0.202047601,-1.26307946,-0.138327313,-0.298459098,1.504509656,0.609635686
420,Saturna,SAT19,486834,5402388,b,0,-0.180973645,-0.315109976,3.026969674,-1.013014826,0.530224735,0.815891788,-0.202047601,-0.600290756,-0.253337352,-0.298459098,-0.56544841,-0.342724967
421,Saturna,SAT20,486959,5402320,c,0,-0.180973645,-0.413305792,6.008868694,-1.013014826,-0.614541824,0.855607713,-0.202047601,-1.472806403,-0.861400343,-0.298459098,-0.56544841,-0.342724967
422,Saturna,SAT21,487171,5402292,b,0,-0.180973645,-0.413305792,6.355350867,-1.013014826,-0.458606224,0.339162007,-0.202047601,-1.378916599,-0.861400343,-0.298459098,-0.56544841,-0.342724967
423,Saturna,SAT22,487330,5402209,c,0,-0.180973645,-0.413305792,5.734691083,-1.013014826,-0.463076666,0.784721321,-0.202047601,-1.527173424,-0.861400343,-0.298459098,-0.56544841,-0.342724967
424,Saturna,SAT23,486850,5402522,b,0,-0.180973645,-0.33111963,-0.12699153,0.466833536,0.647041293,-0.46421402,-0.202047601,0.297615265,3.266004526,-0.298459098,0.104275522,-0.342724967
425,Saturna,SAT24,486743,5403342,b,0,0.138851063,-0.413305792,0.035877404,-0.295020248,0.883465684,-0.46421402,2.315893528,0.06721273,0.322310177,-0.298459098,0.730739158,1.41639786
426,Saturna,SAT25,485290,5402597,c,0,0.241696637,0.517084111,-0.171869448,0.217374158,-0.597845921,-0.46421402,-0.202047601,-1.094374915,-0.861400343,-0.298459098,1.422015981,-0.342724967
427,Saturna,SAT26,485481,5402441,b,0,1.609642939,1.301898704,0.25875112,-0.758211236,-0.378404582,-0.22928774,-0.127900372,-0.909473007,-0.861400343,-0.298459098,1.497196946,-0.342724967
428,Saturna,SAT27,486649,5402013,b,0,-0.180973645,2.092847144,-0.244224744,-0.886131817,0.291454316,-0.321890864,-0.202047601,-0.384170374,-0.861400343,-0.298459098,-0.037421512,-0.342724967
429,Saturna,SAT28,486685,5401883,c,1,-0.180973645,-0.221697032,-0.244224744,-1.013014826,1.565920219,1.17768616,-0.202047601,1.524675981,-0.603734963,-0.298459098,-0.56544841,-0.342724967
430,Saturna,SAT29,486844,5401845,b,0,-0.180973645,0.058816161,-0.244224744,-1.004746804,1.1395289,1.48633953,-0.202047601,1.306535134,-0.528538826,-0.298459098,-0.56544841,-0.342724967
431,Saturna,SAT30,487001,5401781,c,0,-0.180973645,0.062669357,-0.244224744,-0.943961015,1.190621312,1.254940152,-0.202047601,1.031281949,-0.699792366,-0.298459098,-0.56544841,-0.342724967
432,Saturna,SAT31,487237,5401702,b,1,-0.180973645,-0.390980781,-0.244224744,-0.787258377,1.721349544,0.650731616,-0.202047601,1.384079999,-0.861400343,-0.298459098,-0.56544841,-0.342724967
433,Saturna,SAT32,487417,5401662,c,0,-0.180973645,0.007152999,-0.244224744,-0.904170858,1.484344034,0.735552197,-0.202047601,1.032543926,-0.861400343,-0.298459098,-0.56544841,-0.342724967
434,Saturna,SAT33,487621,5401580,b,0,-0.180973645,-0.413305792,-0.244224744,-0.984534018,2.252331487,0.200832322,-0.202047601,1.518664499,-0.486196199,-0.298459098,-0.56544841,-0.342724967
435,Saturna,SAT34,487878,5401475,c,0,-0.180973645,-0.162415109,-0.244224744,-1.013014826,2.040350538,0.261975518,-0.202047601,0.294325226,-0.861400343,-0.298459098,-0.56544841,-0.342724967
436,Saturna,SAT35,488006,5401576,b,0,-0.180973645,2.957802683,-0.244224744,-1.013014826,-0.199990844,-0.46421402,-0.202047601,-1.205582996,-0.861400343,-0.298459098,-0.56544841,-0.342724967
437,Saturna,SAT36,488141,5401516,c,0,-0.180973645,2.305664167,-0.244224744,-1.013014826,0.312885449,-0.390316082,-0.202047601,-0.620291413,-0.748956007,-0.298459098,-0.561997546,-0.342724967
438,Saturna,SAT37,488208,5401638,b,0,-0.180973645,1.987765507,-0.244224744,-1.013014826,0.625866124,-0.46421402,-0.202047601,-0.482942065,-0.528223091,-0.298459098,-0.56544841,-0.342724967
439,Saturna,SAT38,488363,5401566,c,0,-0.180973645,2.442424924,-0.244224744,-1.013014826,0.238759479,-0.46421402,-0.202047601,-0.828032614,-0.861400343,-0.298459098,1.361816932,-0.342724967
440,Sidney,SID01,475710,5387627,b,0,-0.180973645,-0.288320165,-0.244224744,-0.700346248,0.5079463,0.017732823,-0.202047601,-0.499035259,-0.861400343,-0.374469264,0.970463259,-0.342724967
441,Sidney,SID02,475722,5387484,b,0,-0.180973645,-0.413305792,-0.244224744,-0.667878888,1.241760715,-0.46421402,-0.202047601,0.168935907,-0.49885689,-0.374469264,1.502988158,-0.342724967
442,Sidney,SID03,475854,5387373,b,1,-0.180973645,-0.413305792,-0.244224744,0.807334526,0.325909271,-0.46421402,-0.202047601,0.019725275,2.838504991,-0.374469264,-0.56544841,-0.342724967
443,Sidney,SID04,475947,5387296,b,1,-0.180973645,-0.413305792,-0.112507633,-0.075634633,1.243736755,-0.46421402,-0.202047601,0.613056402,0.736801997,-0.374469264,-0.56544841,-0.342724967
444,Sidney,SID05,476140,5387056,b,1,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.510566072,-0.185723571,-0.202047601,0.935730849,1.012253784,-0.374469264,0.887690791,-0.342724967
445,Sidney,SID06,475999,5386916,b,0,-0.180973645,-0.413305792,5.935122634,-1.013014826,0.171801292,-0.46421402,-0.202047601,-0.457404117,-0.664862401,-0.374469264,1.440226185,-0.342724967
446,Sidney,SID07,478243,5384830,b,0,-0.180973645,1.6856794,-0.244224744,-0.489167059,0.093337014,-0.46421402,-0.202047601,-0.698497108,-0.748253426,-0.374469264,1.650755686,-0.342724967
447,Sidney,SID08,478316,5384656,b,0,-0.180973645,-0.375914687,-0.244224744,1.529528143,-0.635999983,-0.46421402,-0.202047601,1.743547105,-0.510894643,-0.374469264,0.943488434,-0.342724967
448,Sidney,SID09,478381,5384631,b,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,1.736759773,-0.493102548,-0.374469264,1.242763182,-0.342724967
449,Sidney,SID28,478337,5384492,b,1,-0.180973645,-0.413305792,-0.244224744,1.267682015,-0.635999983,0.179595513,-0.202047601,1.017313391,0.143174639,-0.374469264,-0.56544841,-0.342724967
450,Sidney,SID29,478459,5384514,b,1,-0.180973645,-0.413305792,-0.244224744,1.417851901,-0.635999983,-0.157774983,-0.202047601,1.651945788,-0.27077389,-0.374469264,0.730595565,-0.342724967
451,Sidney,SID30,478589,5384449,b,0,-0.180973645,-0.413305792,-0.244224744,1.547769129,-0.62764741,-0.46421402,-0.202047601,1.647455623,-0.259003516,-0.374469264,1.399830173,-0.342724967
452,Sidney,SID31,478828,5384228,b,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,1.226196122,0.764970682,-0.374469264,0.76645973,-0.342724967
453,Sidney,SID14,478998,5384285,b,0,-0.180973645,0.21728188,-0.244224744,0.894446993,-0.572864721,-0.46421402,-0.202047601,0.166695165,0.174039871,-0.374469264,1.326134986,-0.342724967
454,Sidney,SID15,479103,5384022,b,0,-0.180973645,-0.413305792,2.937643444,-0.883627953,1.21710437,-0.46421402,-0.202047601,-0.378894593,-0.683101077,-0.374469264,1.628782452,-0.342724967
455,Sidney,SID16,479028,5383903,b,0,-0.180973645,-0.413305792,6.086458603,-0.654440911,-0.35117001,-0.46421402,-0.202047601,-1.463543946,-0.795636435,-0.374469264,0.976304669,-0.342724967
456,Sidney,SID17,479108,5383862,b,0,-0.180973645,-0.413305792,5.322995218,-0.193580796,-0.635999983,-0.46421402,-0.202047601,-1.255897149,0.466797351,-0.374469264,1.473311463,-0.342724967
457,Sidney,SID18,478025,5384591,b,1,-0.180973645,-0.413305792,-0.244224744,-0.3512703,1.452776143,-0.46421402,-0.202047601,0.531336052,0.525529754,-0.374469264,3.784004552,-0.342724967
458,Sidney,SID19,477891,5384446,b,0,-0.180973645,0.933409223,-0.244224744,-0.819284619,0.692581351,-0.46421402,2.291250829,-0.270783402,-0.530091901,-0.374469264,1.362744407,-0.342724967
459,Sidney,SID20,477786,5384230,b,0,-0.180973645,3.469835107,-0.244224744,-1.013014826,-0.635999983,-0.46421402,-0.202047601,-1.502441708,-0.861400343,-0.374469264,-0.56544841,-0.342724967
460,Sidney,SID21,477620,5384316,c,0,-0.180973645,3.291692817,-0.244224744,-0.895246903,-0.635999983,-0.46421402,-0.202047601,-1.527173424,-0.761582564,-0.374469264,0.71546125,-0.342724967
461,Sidney,SID22,477620,5383375,b,0,-0.180973645,0.876123524,0.827439864,-0.130736372,-0.635999983,-0.46421402,2.537269343,-1.527173424,-0.683621613,-0.374469264,-0.56544841,-0.342724967
462,Sidney,SID23,477450,5383431,b,0,-0.180973645,0.982473298,3.067771604,-0.4160648,-0.632051363,-0.46421402,-0.176325835,-1.527173424,-0.861400343,-0.374469264,1.092231862,-0.342724967
463,Sidney,SID24,477596,5383144,b,0,0.200006525,-0.413305792,0.089007226,0.928326113,-0.157144468,-0.46421402,-0.202047601,0.152314267,-0.861400343,-0.374469264,-0.56544841,-0.342724967
464,Sidney,SID25,477772,5383094,b,0,-0.180973645,-0.413305792,-0.23647842,1.551822915,-0.635999983,-0.46421402,-0.202047601,-0.52464591,-0.710558646,-0.374469264,-0.066496256,-0.342724967
465,Sidney,SID26,477931,5383234,b,0,-0.180973645,-0.413305792,-0.17594502,1.532818378,-0.635999983,-0.46421402,-0.202047601,-0.38660535,-0.747553689,-0.374469264,1.669041673,-0.342724967
466,Sidney,SID27,477835,5383369,b,0,-0.180973645,0.735239416,-0.244224744,0.794895567,-0.635999983,-0.46421402,-0.202047601,-1.10515869,0.390497564,-0.374469264,2.726950851,-0.342724967
467,Tumbo,TUM01,495401,5404630,b,0,-0.180973645,-0.413305792,-0.174314955,-1.013014826,-0.482855074,-0.087596515,6.600990262,-0.854822774,-0.861400343,-0.400486338,-0.56544841,-0.342724967
468,Tumbo,TUM02,495283,5404766,c,0,-0.180973645,-0.413305792,0.358042158,-1.013014826,1.24785276,0.705155059,1.362447911,-0.38031174,0.49954846,-0.400486338,-0.56544841,-0.342724967
469,Tumbo,TUM03,495049,5404681,b,0,-0.180973645,-0.413305792,2.662289522,-1.013014826,-0.070115409,-0.46421402,6.50883208,-1.082463717,-0.861400343,-0.400486338,-0.56544841,-0.342724967
470,Tumbo,TUM04,494785,5404725,c,0,-0.180973645,-0.413305792,1.635224531,-0.353442533,-0.559577158,-0.240497487,4.533987895,-0.881620529,-0.813875111,-0.400486338,-0.56544841,-0.342724967
471,Tumbo,TUM05,494894,5404862,b,1,-0.180973645,-0.413305792,0.142452434,-0.567747905,1.905409765,-0.46421402,-0.202047601,1.241351785,-0.491640495,-0.400486338,-0.56544841,-0.342724967
472,Tumbo,TUM06,494721,5404589,c,0,-0.180973645,-0.413305792,-0.240211619,-1.013014826,-0.466526992,0.148410711,5.958908903,-0.364648248,-0.753709099,-0.400486338,-0.56544841,-0.342724967
473,Tumbo,TUM07,494575,5404477,b,1,-0.180973645,-0.413305792,-0.244224744,-0.107356308,0.622246875,-0.46421402,-0.202047601,0.603930668,-0.027808677,-0.400486338,-0.56544841,-0.342724967
474,Tumbo,TUM08,494362,5404511,c,0,-0.180973645,-0.413305792,-0.244224744,-0.357472631,0.840905733,-0.46421402,-0.202047601,0.572804428,0.007621913,-0.400486338,-0.56544841,-0.342724967
475,Tumbo,TUM09,494201,5404532,b,1,-0.180973645,-0.413305792,-0.244224744,-0.822805817,1.405705964,-0.369470262,-0.202047601,0.678314623,0.046957946,-0.400486338,-0.56544841,-0.342724967
476,Tumbo,TUM10,493994,5404588,c,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,1.552052767,-0.464035735,-0.202047601,0.499415515,-0.177791347,-0.400486338,-0.56544841,-0.342724967
477,Tumbo,TUM11,493774,5404617,b,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,1.769574045,0.001273755,-0.202047601,0.273176528,-0.375640585,-0.400486338,-0.56544841,-0.342724967
478,Tumbo,TUM12,493592,5404700,c,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,1.523755434,-0.46421402,-0.202047601,0.683854084,-0.253493797,-0.400486338,-0.56544841,-0.342724967
479,Tumbo,TUM13,493399,5404753,b,0,-0.180973645,-0.413305792,-0.244224744,-0.417107603,0.728517165,-0.46421402,-0.202047601,0.001872041,0.683397267,-0.400486338,-0.56544841,-0.342724967
480,Tumbo,TUM14,493221,5404820,c,1,-0.180973645,-0.413305792,-0.244224744,-1.011241999,1.004616109,-0.46421402,-0.202047601,-0.25791297,0.385636383,-0.400486338,-0.56544841,-0.342724967
481,Tumbo,TUM15,493062,5404825,b,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,1.871406781,-0.46421402,-0.202047601,0.833804757,0.663201603,-0.400486338,-0.56544841,-0.342724967
482,Tumbo,TUM16,494794,5404487,c,1,-0.180973645,-0.413305792,0.033591871,-0.897381709,1.219762779,-0.362037225,4.645902511,1.233040965,0.188899329,-0.400486338,-0.56544841,-0.342724967
483,Tumbo,TUM17,494997,5404466,b,0,-0.180973645,-0.413305792,-0.244224744,-0.836236174,2.257102743,-0.46421402,0.593237741,1.565357657,-0.191572754,-0.400486338,-0.56544841,-0.342724967
484,Tumbo,TUM18,495305,5404432,c,1,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.584381206,-0.46421402,0.166089909,1.776659087,-0.59769333,-0.400486338,-0.56544841,-0.342724967
485,Vancouver Island,VAN01,470021,5392524,b,1,2.057460175,-0.413305792,-0.244224744,0.675953613,-0.635999983,-0.46421402,-0.202047601,-0.054525211,-0.299232709,2.851975238,-0.56544841,0.461315116
486,Vancouver Island,VAN02,470235,5392608,b,1,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,0.084245624,0.773671884,2.851975238,-0.56544841,1.213007352
487,Vancouver Island,VAN03,470382,5392766,b,0,-0.180973645,-0.413305792,-0.244224744,1.189000913,-0.635999983,-0.46421402,-0.202047601,-0.542750888,-0.683621613,2.851975238,-0.56544841,1.278636694
488,Vancouver Island,VAN04,470304,5392591,b,0,-0.180973645,-0.413305792,-0.244224744,1.445228348,-0.635999983,-0.46421402,-0.202047601,-0.484140021,-0.146752603,2.851975238,-0.56544841,1.33553547
489,Vancouver Island,VAN05,470457,5392612,b,1,-0.180973645,-0.413305792,-0.244224744,0.634865515,-0.635999983,-0.46421402,-0.202047601,-0.751766002,-0.861400343,2.851975238,-0.56544841,0.367963041
490,Vancouver Island,VAN06,470014,5392687,b,0,2.361130609,-0.413305792,-0.244224744,0.24102085,-0.635999983,-0.46421402,-0.202047601,-0.228471899,-0.848984277,2.851975238,-0.56544841,4.317666626
491,Vancouver Island,VAN07,469805,5392360,b,0,1.055447058,-0.389622203,-0.244224744,1.053474517,-0.635999983,-0.46421402,-0.202047601,0.985232259,-0.621433191,2.851975238,-0.56544841,3.182084585
492,Vancouver Island,VAN08,469891,5392301,b,0,-0.180973645,-0.109977699,-0.244224744,1.353696882,-0.635999983,-0.46421402,-0.202047601,1.369101208,-0.209578184,2.851975238,-0.56544841,-0.104192654
493,Vancouver Island,VAN09,469984,5392250,b,0,-0.180973645,0.501489227,-0.244224744,0.949442087,-0.635999983,-0.46421402,-0.202047601,0.62304588,-0.414825862,2.851975238,0.631488094,0.542465179
494,Vancouver Island,VAN10,468705,5391413,b,0,-0.180973645,0.961050903,-0.244224744,-1.013014826,1.500063666,-0.46421402,-0.202047601,0.056141402,-0.861400343,2.851975238,0.722654967,3.073243613
495,Vancouver Island,VAN11,468638,5391152,b,1,-0.180973645,-0.044074781,-0.244224744,-1.013014826,2.355815039,-0.46421402,-0.202047601,0.169140992,0.294807096,2.851975238,2.994315737,-0.342724967
496,Vancouver Island,VAN12,468770,5391014,b,0,-0.180512653,1.770428469,-0.21917382,-1.013014826,-0.557110727,-0.46421402,5.619054939,-1.527173424,-0.861400343,2.851975238,-0.56544841,-0.342724967
497,Vancouver Island,VAN13,468800,5390827,b,0,1.398021992,0.858157089,3.070224153,-0.996254022,-0.635999983,-0.46421402,0.072744794,-1.527173424,-0.861400343,2.851975238,-0.56544841,1.127431044
498,Vancouver Island,VAN14,469034,5390715,b,0,0.228757074,1.200155897,-0.244224744,0.326799601,-0.635999983,-0.46421402,-0.202047601,-1.283162585,-0.500270586,2.851975238,-0.56544841,-0.342724967
499,Vancouver Island,VAN15,468534,5391402,b,0,1.131526205,-0.413305792,-0.244224744,-1.013014826,2.00702312,-0.46421402,-0.202047601,0.36177753,-0.550782501,2.851975238,0.90789592,3.87963072
500,Vancouver Island,VAN16,468884,5391303,b,0,-0.180973645,2.874040542,-0.244224744,-1.013014826,-0.635999983,-0.46421402,1.972989959,-0.755114636,0.1648352,2.851975238,-0.56544841,2.55296059
501,Vancouver Island,VAN17,467062,5384540,b,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.670216625,-0.46421402,-0.202047601,1.681934838,-0.349386222,2.851975238,-0.56544841,1.135354484
502,Vancouver Island,VAN18,466891,5384436,c,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.670216625,-0.46421402,-0.202047601,0.819594221,1.9111258,2.851975238,-0.56544841,-0.342724967
503,Vancouver Island,VAN19,466837,5384276,b,1,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.670216625,-0.46421402,-0.202047601,1.399747832,0.150365433,2.851975238,-0.56544841,-0.342724967
504,Vancouver Island,VAN20,466852,5384188,c,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.670216625,-0.46421402,-0.202047601,1.852958252,-0.861226831,2.851975238,-0.56544841,-0.342724967
505,Vancouver Island,VAN21,466979,5384097,b,1,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.603678978,-0.348147061,-0.202047601,0.86691674,-0.800352549,2.851975238,-0.56544841,-0.342724967
506,Vancouver Island,VAN22,467118,5384189,c,1,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.477890007,-0.128708122,-0.202047601,1.400528022,-0.701592909,2.851975238,-0.56544841,-0.342724967
507,Vancouver Island,VAN23,467227,5384317,b,1,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.670216625,-0.46421402,-0.202047601,1.418062235,-0.393978817,2.851975238,-0.56544841,0.193838564
508,Vancouver Island,VAN24,467310,5384509,c,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.09616762,0.537225609,-0.202047601,0.445379452,-0.861400343,2.851975238,-0.56544841,1.420913675
509,Vancouver Island,VAN25,467144,5384662,b,1,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.670216625,-0.46421402,-0.202047601,1.457082615,-0.732958766,2.851975238,-0.56544841,2.499025048
510,Vancouver Island,VAN26,466970,5384654,c,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.670216625,-0.46421402,-0.202047601,1.569857587,-0.055590515,2.851975238,-0.56544841,-0.342724967
511,Vancouver Island,VAN27,466865,5384816,b,1,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.670216625,-0.46421402,-0.202047601,1.387632633,0.422088134,2.851975238,-0.56544841,-0.342724967
512,Vancouver Island,VAN28,467045,5384817,c,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.670216625,-0.46421402,-0.202047601,1.682415539,-0.350646318,2.851975238,-0.56544841,-0.342724967
513,Vancouver Island,VAN29,467202,5384839,b,1,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.670216625,-0.46421402,-0.202047601,1.679049543,-0.37521676,2.851975238,-0.56544841,1.351321947
514,Vancouver Island,VAN30,467370,5384817,c,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,2.670216625,-0.46421402,-0.202047601,1.556241689,-0.498802845,2.851975238,-0.56544841,1.80776169
515,Vancouver Island,VAN31,467397,5384984,b,1,-0.180973645,-0.413305792,-0.244224744,-0.900783421,2.448710579,-0.46421402,0.128037791,1.734256435,-0.609256059,2.851975238,-0.56544841,-0.342724967
516,Vancouver Island,VAN32,467330,5385129,c,0,-0.180973645,-0.413305792,-0.244224744,0.259249741,0.437907303,-0.46421402,2.344184633,1.158639649,-0.394556242,2.851975238,-0.56544841,-0.342724967
517,Vancouver Island,VAN33,467351,5385288,b,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,1.592343135,-0.114533408,2.851975238,-0.56544841,-0.342724967
518,Vancouver Island,VAN34,467494,5385283,c,0,-0.180973645,-0.413305792,-0.244224744,1.554254883,-0.635999983,-0.46421402,-0.202047601,1.795037512,-0.767595752,2.851975238,-0.56544841,-0.342724967
519,Vancouver Island,VAN35,467745,5385457,b,1,-0.180973645,-0.413305792,-0.244224744,0.269101338,1.019064142,-0.46421402,-0.202047601,0.692783414,0.747630856,2.851975238,-0.56544841,-0.342724967
520,Vancouver Island,VAN36,468921,5384146,b,0,-0.180973645,3.469835107,-0.244224744,-1.013014826,-0.635999983,-0.46421402,-0.202047601,-1.527173424,-0.861400343,2.851975238,1.276035564,0.799750271
521,Vancouver Island,VAN37,469138,5384284,b,0,-0.180973645,3.469835107,-0.244224744,-1.013014826,-0.635999983,-0.46421402,-0.202047601,-1.339256008,-0.861400343,2.851975238,0.782769995,1.460424739
522,Vancouver Island,VAN38,468642,5384229,b,0,-0.180973645,3.469835107,-0.244224744,-1.013014826,-0.635999983,-0.46421402,-0.202047601,-1.527173424,-0.861400343,2.851975238,1.521538233,-0.342724967
523,Vancouver Island,VAN39,468378,5384069,b,0,-0.180973645,0.706301817,0.709556193,0.381210405,-0.635999983,-0.46421402,0.534444493,-1.527173424,-0.338722343,2.851975238,-0.209820615,-0.342724967
524,Vancouver Island,VAN40,468448,5382850,b,0,-0.180973645,2.942660208,0.866027471,-1.013014826,-0.635999983,-0.46421402,-0.202047601,-1.527173424,-0.861400343,2.851975238,-0.56544841,1.395928551
525,Vancouver Island,VAN41,468377,5382524,b,0,-0.180973645,2.561216813,1.669189204,-1.013014826,-0.635999983,-0.46421402,-0.202047601,-1.527173424,-0.676493397,2.851975238,-0.56544841,-0.342724967
526,Vancouver Island,VAN42,468503,5382618,b,0,-0.180973645,2.509959964,1.777117495,-1.013014826,-0.635999983,-0.46421402,-0.202047601,-1.480752628,-0.46581849,2.851975238,-0.56544841,-0.342724967
527,Vancouver Island,VAN43,468269,5382826,b,0,-0.180973645,3.469835107,-0.244224744,-1.013014826,-0.635999983,-0.46421402,-0.202047601,-1.527173424,-0.861400343,2.851975238,0.555130474,1.56077281
528,Vancouver Island,VAN44,468066,5382831,b,0,-0.180973645,3.469835107,-0.244224744,-1.013014826,-0.635999983,-0.46421402,-0.202047601,-1.527173424,-0.861400343,2.851975238,-0.56544841,1.551150336
529,Channel,WCH01,471732,5405309,b,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,-0.635999983,1.035627025,-0.202047601,-1.527173424,-0.861400343,-0.404791398,-0.56544841,-0.342724967
530,Channel,WCH02,471812,5405220,b,0,-0.180973645,-0.413305792,-0.244224744,-1.013014826,-0.635999983,1.650046367,-0.202047601,-1.527173424,-0.861400343,-0.404791398,-0.56544841,-0.342724967
